YearMonth,Grid_X,Grid_Y,Crime_Count
2011-02,438,4632,2
2011-02,438,4633,3
2011-02,438,4634,3
2011-02,438,4635,39
2011-02,438,4636,150
2011-02,438,4637,45
2011-02,438,4638,64
2011-02,438,4639,30
2011-02,438,4640,82
2011-02,438,4641,44
2011-02,438,4642,53
2011-02,438,4643,48
2011-02,438,4644,46
2011-02,438,4645,15
2011-02,438,4646,29
2011-02,438,4647,4
2011-02,438,4648,13
2011-02,438,4649,7
2011-02,439,4614,2
2011-02,439,4620,3
2011-02,439,4621,24
2011-02,439,4622,22
2011-02,439,4623,5
2011-02,439,4624,16
2011-02,439,4625,30
2011-02,439,4626,29
2011-02,439,4627,31
2011-02,439,4628,34
2011-02,439,4629,10
2011-02,439,4630,1
2011-02,439,4631,19
2011-02,439,4632,63
2011-02,439,4633,65
2011-02,439,4634,63
2011-02,439,4635,92
2011-02,439,4636,187
2011-02,439,4637,53
2011-02,439,4638,89
2011-02,439,4639,123
2011-02,439,4640,81
2011-02,439,4641,51
2011-02,439,4642,40
2011-02,439,4643,56
2011-02,439,4644,34
2011-02,439,4645,31
2011-02,439,4646,34
2011-02,439,4647,8
2011-02,439,4648,4
2011-02,439,4649,2
2011-02,440,4615,4
2011-02,440,4616,2
2011-02,440,4617,8
2011-02,440,4620,9
2011-02,440,4621,16
2011-02,440,4622,42
2011-02,440,4623,13
2011-02,440,4624,23
2011-02,440,4625,29
2011-02,440,4626,30
2011-02,440,4627,26
2011-02,440,4628,39
2011-02,440,4629,9
2011-02,440,4630,3
2011-02,440,4631,10
2011-02,440,4632,62
2011-02,440,4633,63
2011-02,440,4634,144
2011-02,440,4635,148
2011-02,440,4636,59
2011-02,440,4637,54
2011-02,440,4638,158
2011-02,440,4639,96
2011-02,440,4640,90
2011-02,440,4641,55
2011-02,440,4642,73
2011-02,440,4643,44
2011-02,440,4644,40
2011-02,440,4645,61
2011-02,440,4646,80
2011-02,440,4647,6
2011-02,440,4648,9
2011-02,440,4649,11
2011-02,441,4614,1
2011-02,441,4615,11
2011-02,441,4616,5
2011-02,441,4617,5
2011-02,441,4620,2
2011-02,441,4621,13
2011-02,441,4622,18
2011-02,441,4623,20
2011-02,441,4624,21
2011-02,441,4625,64
2011-02,441,4626,50
2011-02,441,4627,46
2011-02,441,4628,16
2011-02,441,4629,52
2011-02,441,4630,24
2011-02,441,4631,4
2011-02,441,4632,65
2011-02,441,4633,83
2011-02,441,4634,81
2011-02,441,4635,136
2011-02,441,4636,110
2011-02,441,4637,69
2011-02,441,4638,48
2011-02,441,4639,45
2011-02,441,4640,85
2011-02,441,4641,53
2011-02,441,4642,54
2011-02,441,4643,18
2011-02,441,4644,57
2011-02,441,4645,37
2011-02,441,4646,44
2011-02,441,4647,19
2011-02,441,4648,18
2011-02,441,4649,38
2011-02,441,4650,11
2011-02,441,4651,7
2011-02,442,4615,2
2011-02,442,4616,6
2011-02,442,4617,5
2011-02,442,4618,1
2011-02,442,4620,4
2011-02,442,4621,18
2011-02,442,4622,6
2011-02,442,4623,38
2011-02,442,4624,90
2011-02,442,4625,130
2011-02,442,4626,84
2011-02,442,4627,54
2011-02,442,4628,30
2011-02,442,4629,57
2011-02,442,4630,56
2011-02,442,4631,7
2011-02,442,4632,15
2011-02,442,4633,54
2011-02,442,4634,16
2011-02,442,4635,81
2011-02,442,4636,59
2011-02,442,4637,21
2011-02,442,4638,36
2011-02,442,4639,81
2011-02,442,4640,69
2011-02,442,4641,78
2011-02,442,4642,35
2011-02,442,4643,27
2011-02,442,4644,23
2011-02,442,4645,25
2011-02,442,4646,36
2011-02,442,4647,45
2011-02,442,4648,36
2011-02,442,4649,51
2011-02,442,4650,24
2011-02,442,4651,26
2011-02,442,4652,8
2011-02,443,4614,8
2011-02,443,4615,11
2011-02,443,4616,9
2011-02,443,4617,7
2011-02,443,4618,6
2011-02,443,4619,7
2011-02,443,4620,3
2011-02,443,4621,11
2011-02,443,4622,22
2011-02,443,4623,47
2011-02,443,4624,88
2011-02,443,4625,91
2011-02,443,4626,27
2011-02,443,4627,31
2011-02,443,4628,42
2011-02,443,4629,12
2011-02,443,4630,13
2011-02,443,4631,34
2011-02,443,4632,4
2011-02,443,4633,58
2011-02,443,4634,20
2011-02,443,4635,21
2011-02,443,4636,75
2011-02,443,4637,34
2011-02,443,4638,51
2011-02,443,4639,71
2011-02,443,4640,54
2011-02,443,4641,25
2011-02,443,4642,41
2011-02,443,4643,30
2011-02,443,4644,27
2011-02,443,4645,25
2011-02,443,4646,27
2011-02,443,4647,38
2011-02,443,4648,1
2011-02,443,4649,54
2011-02,443,4650,19
2011-02,443,4651,57
2011-02,443,4652,19
2011-02,444,4614,15
2011-02,444,4615,38
2011-02,444,4616,14
2011-02,444,4617,10
2011-02,444,4618,7
2011-02,444,4619,31
2011-02,444,4620,40
2011-02,444,4621,54
2011-02,444,4622,116
2011-02,444,4623,58
2011-02,444,4624,99
2011-02,444,4625,111
2011-02,444,4626,56
2011-02,444,4627,108
2011-02,444,4628,91
2011-02,444,4629,43
2011-02,444,4630,21
2011-02,444,4631,24
2011-02,444,4632,2
2011-02,444,4633,29
2011-02,444,4634,37
2011-02,444,4635,23
2011-02,444,4636,40
2011-02,444,4637,43
2011-02,444,4638,63
2011-02,444,4639,101
2011-02,444,4640,43
2011-02,444,4641,52
2011-02,444,4642,25
2011-02,444,4643,44
2011-02,444,4644,48
2011-02,444,4645,30
2011-02,444,4646,36
2011-02,444,4647,20
2011-02,444,4648,39
2011-02,444,4649,32
2011-02,444,4650,63
2011-02,444,4651,73
2011-02,444,4652,77
2011-02,445,4613,5
2011-02,445,4614,20
2011-02,445,4615,31
2011-02,445,4616,12
2011-02,445,4617,33
2011-02,445,4618,31
2011-02,445,4619,40
2011-02,445,4620,48
2011-02,445,4621,67
2011-02,445,4622,83
2011-02,445,4623,73
2011-02,445,4624,76
2011-02,445,4625,76
2011-02,445,4626,69
2011-02,445,4627,84
2011-02,445,4628,42
2011-02,445,4629,8
2011-02,445,4630,1
2011-02,445,4631,31
2011-02,445,4632,16
2011-02,445,4633,16
2011-02,445,4634,60
2011-02,445,4635,41
2011-02,445,4636,35
2011-02,445,4637,39
2011-02,445,4638,47
2011-02,445,4639,27
2011-02,445,4640,39
2011-02,445,4641,62
2011-02,445,4642,41
2011-02,445,4643,82
2011-02,445,4644,40
2011-02,445,4645,33
2011-02,445,4646,123
2011-02,445,4647,89
2011-02,445,4648,85
2011-02,445,4649,57
2011-02,445,4650,34
2011-02,445,4651,17
2011-02,446,4612,17
2011-02,446,4613,39
2011-02,446,4614,64
2011-02,446,4615,69
2011-02,446,4616,35
2011-02,446,4617,42
2011-02,446,4618,31
2011-02,446,4619,26
2011-02,446,4620,51
2011-02,446,4621,59
2011-02,446,4622,115
2011-02,446,4623,81
2011-02,446,4624,73
2011-02,446,4625,91
2011-02,446,4626,67
2011-02,446,4627,55
2011-02,446,4628,33
2011-02,446,4629,17
2011-02,446,4630,8
2011-02,446,4631,66
2011-02,446,4632,31
2011-02,446,4633,18
2011-02,446,4634,26
2011-02,446,4635,42
2011-02,446,4636,88
2011-02,446,4637,61
2011-02,446,4638,51
2011-02,446,4639,47
2011-02,446,4640,43
2011-02,446,4641,32
2011-02,446,4642,66
2011-02,446,4643,102
2011-02,446,4644,56
2011-02,446,4645,20
2011-02,446,4646,12
2011-02,446,4647,4
2011-02,447,4612,16
2011-02,447,4613,41
2011-02,447,4614,86
2011-02,447,4615,49
2011-02,447,4616,57
2011-02,447,4617,49
2011-02,447,4618,18
2011-02,447,4619,47
2011-02,447,4620,34
2011-02,447,4621,18
2011-02,447,4622,57
2011-02,447,4623,81
2011-02,447,4624,77
2011-02,447,4625,33
2011-02,447,4626,29
2011-02,447,4627,45
2011-02,447,4628,21
2011-02,447,4629,32
2011-02,447,4630,32
2011-02,447,4631,44
2011-02,447,4632,28
2011-02,447,4633,29
2011-02,447,4634,25
2011-02,447,4635,42
2011-02,447,4636,192
2011-02,447,4637,179
2011-02,447,4638,145
2011-02,447,4639,110
2011-02,447,4640,27
2011-02,447,4641,18
2011-02,447,4642,3
2011-02,447,4643,1
2011-02,448,4610,5
2011-02,448,4611,14
2011-02,448,4612,11
2011-02,448,4613,54
2011-02,448,4614,48
2011-02,448,4615,68
2011-02,448,4616,85
2011-02,448,4617,48
2011-02,448,4618,38
2011-02,448,4619,52
2011-02,448,4620,26
2011-02,448,4621,13
2011-02,448,4622,55
2011-02,448,4623,74
2011-02,448,4624,89
2011-02,448,4625,133
2011-02,448,4626,127
2011-02,448,4627,78
2011-02,448,4628,75
2011-02,448,4629,69
2011-02,448,4630,78
2011-02,448,4631,67
2011-02,448,4632,28
2011-02,448,4633,19
2011-02,448,4634,32
2011-02,448,4635,48
2011-02,448,4636,51
2011-02,448,4637,106
2011-02,448,4638,148
2011-02,448,4639,13
2011-02,448,4640,1
2011-02,449,4611,34
2011-02,449,4612,5
2011-02,449,4613,3
2011-02,449,4615,37
2011-02,449,4616,22
2011-02,449,4617,34
2011-02,449,4618,2
2011-02,449,4619,33
2011-02,449,4620,45
2011-02,449,4621,95
2011-02,449,4622,151
2011-02,449,4623,71
2011-02,449,4624,82
2011-02,449,4625,140
2011-02,449,4626,22
2011-02,449,4627,33
2011-02,449,4628,79
2011-02,449,4629,68
2011-02,449,4630,39
2011-02,449,4631,15
2011-02,449,4632,3
2011-02,449,4633,10
2011-02,449,4637,4
2011-02,450,4611,6
2011-02,450,4612,2
2011-02,450,4615,2
2011-02,450,4617,6
2011-02,450,4618,7
2011-02,450,4619,20
2011-02,450,4620,18
2011-02,450,4621,34
2011-02,450,4622,68
2011-02,450,4623,54
2011-02,450,4624,36
2011-02,450,4625,51
2011-02,450,4626,20
2011-02,450,4627,34
2011-02,450,4628,48
2011-02,450,4629,24
2011-02,450,4630,2
2011-02,451,4617,3
2011-02,451,4618,1
2011-02,451,4619,25
2011-02,451,4620,39
2011-02,451,4621,26
2011-02,451,4622,76
2011-02,451,4623,104
2011-02,451,4624,110
2011-02,451,4625,31
2011-02,451,4626,8
2011-02,451,4627,33
2011-02,451,4628,13
2011-02,452,4613,1
2011-02,452,4616,2
2011-02,452,4617,9
2011-02,452,4618,29
2011-02,452,4619,33
2011-02,452,4620,40
2011-02,452,4621,32
2011-02,452,4622,74
2011-02,452,4623,93
2011-02,452,4624,94
2011-02,452,4625,2
2011-02,453,4611,3
2011-02,453,4612,10
2011-02,453,4615,2
2011-02,453,4616,21
2011-02,453,4617,20
2011-02,453,4618,12
2011-02,453,4619,21
2011-02,453,4620,45
2011-02,453,4621,67
