YearMonth,Grid_X,Grid_Y,Crime_Count
2021-02,443,4632,3
2021-02,443,4633,47
2021-02,443,4634,8
2021-02,443,4635,21
2021-02,443,4636,52
2021-02,443,4637,32
2021-02,443,4638,23
2021-02,443,4639,27
2021-02,443,4640,23
2021-02,443,4641,9
2021-02,443,4642,16
2021-02,443,4643,13
2021-02,443,4644,12
2021-02,443,4645,12
2021-02,443,4646,19
2021-02,443,4647,9
2021-02,443,4648,1
2021-02,443,4649,32
2021-02,443,4650,18
2021-02,443,4651,24
2021-02,443,4652,5
2021-02,444,4614,17
2021-02,444,4615,18
2021-02,444,4616,7
2021-02,444,4617,7
2021-02,444,4618,5
2021-02,444,4619,23
2021-02,444,4620,36
2021-02,444,4621,39
2021-02,444,4622,66
2021-02,444,4623,32
2021-02,444,4624,34
2021-02,444,4625,49
2021-02,444,4626,33
2021-02,444,4627,50
2021-02,444,4628,47
2021-02,444,4629,23
2021-02,444,4630,11
2021-02,444,4631,10
2021-02,444,4632,6
2021-02,444,4633,21
2021-02,444,4634,20
2021-02,444,4635,17
2021-02,444,4636,20
2021-02,444,4637,25
2021-02,444,4638,32
2021-02,444,4639,50
2021-02,444,4640,16
2021-02,444,4641,19
2021-02,444,4642,19
2021-02,444,4643,22
2021-02,444,4644,17
2021-02,444,4645,15
2021-02,444,4646,28
2021-02,444,4647,24
2021-02,444,4648,29
2021-02,444,4649,24
2021-02,444,4650,30
2021-02,444,4651,40
2021-02,444,4652,44
2021-02,445,4613,6
2021-02,445,4614,11
2021-02,445,4615,19
2021-02,445,4616,18
2021-02,445,4617,8
2021-02,445,4618,27
2021-02,445,4619,30
2021-02,445,4620,33
2021-02,445,4621,44
2021-02,445,4622,57
2021-02,445,4623,35
2021-02,445,4624,40
2021-02,445,4625,39
2021-02,445,4626,48
2021-02,445,4627,21
2021-02,445,4628,21
2021-02,445,4629,2
2021-02,445,4630,1
2021-02,445,4631,11
2021-02,445,4632,19
2021-02,445,4633,9
2021-02,445,4634,42
2021-02,445,4635,33
2021-02,445,4636,26
2021-02,445,4637,33
2021-02,445,4638,27
2021-02,445,4639,5
2021-02,445,4640,19
2021-02,445,4641,16
2021-02,445,4642,18
2021-02,445,4643,21
2021-02,445,4644,13
2021-02,445,4645,35
2021-02,445,4646,54
2021-02,445,4647,48
2021-02,445,4648,43
2021-02,445,4649,46
2021-02,445,4650,23
2021-02,445,4651,8
2021-02,446,4612,14
2021-02,446,4613,20
2021-02,446,4614,26
2021-02,446,4615,22
2021-02,446,4616,21
2021-02,446,4617,24
2021-02,446,4618,16
2021-02,446,4619,23
2021-02,446,4620,27
2021-02,446,4621,31
2021-02,446,4622,57
2021-02,446,4623,31
2021-02,446,4624,37
2021-02,446,4625,38
2021-02,446,4626,28
2021-02,446,4627,20
2021-02,446,4628,13
2021-02,446,4629,6
2021-02,446,4630,9
2021-02,446,4631,34
2021-02,446,4632,21
2021-02,446,4633,8
2021-02,446,4634,14
2021-02,446,4635,30
2021-02,446,4636,38
2021-02,446,4637,57
2021-02,446,4638,25
2021-02,446,4639,21
2021-02,446,4640,11
2021-02,446,4641,24
2021-02,446,4642,58
2021-02,446,4643,45
2021-02,446,4644,31
2021-02,446,4645,18
2021-02,446,4646,20
2021-02,446,4647,2
2021-02,447,4612,17
2021-02,447,4613,24
2021-02,447,4614,42
2021-02,447,4615,29
2021-02,447,4616,20
2021-02,447,4617,16
2021-02,447,4618,26
2021-02,447,4619,30
2021-02,447,4620,33
2021-02,447,4621,26
2021-02,447,4622,42
2021-02,447,4623,56
2021-02,447,4624,33
2021-02,447,4625,28
2021-02,447,4626,20
2021-02,447,4627,17
2021-02,447,4628,3
2021-02,447,4629,11
2021-02,447,4630,21
2021-02,447,4631,6
2021-02,447,4632,27
2021-02,447,4633,36
2021-02,447,4634,5
2021-02,447,4635,35
2021-02,447,4636,77
2021-02,447,4637,108
2021-02,447,4638,74
2021-02,447,4639,67
2021-02,447,4640,18
2021-02,447,4641,8
2021-02,447,4642,8
2021-02,447,4643,4
2021-02,448,4611,10
2021-02,448,4612,5
2021-02,448,4613,16
2021-02,448,4614,36
2021-02,448,4615,40
2021-02,448,4616,40
2021-02,448,4617,35
2021-02,448,4618,13
2021-02,448,4619,24
2021-02,448,4620,26
2021-02,448,4621,14
2021-02,448,4622,49
2021-02,448,4623,59
2021-02,448,4624,36
2021-02,448,4625,76
2021-02,448,4626,53
2021-02,448,4627,41
2021-02,448,4628,65
2021-02,448,4629,49
2021-02,448,4630,37
2021-02,448,4631,41
2021-02,448,4632,37
2021-02,448,4633,32
2021-02,448,4634,27
2021-02,448,4635,36
2021-02,448,4636,20
2021-02,448,4637,59
2021-02,448,4638,119
2021-02,448,4639,11
2021-02,449,4611,29
2021-02,449,4612,3
2021-02,449,4614,1
2021-02,449,4615,30
2021-02,449,4616,16
2021-02,449,4617,28
2021-02,449,4618,5
2021-02,449,4619,24
2021-02,449,4620,36
2021-02,449,4621,74
2021-02,449,4622,109
2021-02,449,4623,44
2021-02,449,4624,31
2021-02,449,4625,47
2021-02,449,4626,16
2021-02,449,4627,13
2021-02,449,4628,52
2021-02,449,4629,27
2021-02,449,4630,39
2021-02,449,4631,15
2021-02,449,4637,3
2021-02,449,4638,1
2021-02,450,4611,20
2021-02,450,4612,3
2021-02,450,4615,1
2021-02,450,4616,7
2021-02,450,4617,7
2021-02,450,4618,4
2021-02,450,4619,22
2021-02,450,4620,11
2021-02,450,4621,23
2021-02,450,4622,37
2021-02,450,4623,42
2021-02,450,4624,26
2021-02,450,4625,32
2021-02,450,4626,9
2021-02,450,4627,20
2021-02,450,4628,39
2021-02,450,4629,14
2021-02,450,4630,2
2021-02,451,4612,1
2021-02,451,4617,2
2021-02,451,4619,29
2021-02,451,4620,23
2021-02,451,4621,16
2021-02,451,4622,40
2021-02,451,4623,82
2021-02,451,4624,34
2021-02,451,4625,16
2021-02,451,4626,9
2021-02,451,4627,32
2021-02,451,4628,6
2021-02,452,4617,11
2021-02,452,4618,12
2021-02,452,4619,15
2021-02,452,4620,9
2021-02,452,4621,16
2021-02,452,4622,36
2021-02,452,4623,58
2021-02,452,4624,64
2021-02,452,4625,1
2021-02,453,4612,6
2021-02,453,4616,9
2021-02,453,4617,6
2021-02,453,4618,13
2021-02,453,4619,22
2021-02,453,4620,30
2021-02,453,4621,36
